New game-a
Player 1 starts: 4
Player 2 starts: 8

P1 rolls 1 2 3, total 6, move to 10, score: 10
P2 rolls 30 31 32, total 93, move to 6, score: 549
P1 rolls 33 34 35, total 102, move to 6, score: 740
P2 rolls 36 37 38, total 111, move to 7, score: 556
P1 rolls 39 40 41, total 120, move to 6, score: 746
P2 rolls 42 43 44, total 129, move to 6, score: 562
P1 rolls 45 46 47, total 138, move to 4, score: 750
P2 rolls 48 49 50, total 147, move to 3, score: 565
P1 rolls 51 52 53, total 156, move to 10, score: 760
P2 rolls 54 55 56, total 165, move to 8, score: 573
P1 rolls 57 58 59, total 174, move to 4, score: 764
P2 rolls 60 61 62, total 183, move to 1, score: 574
P1 rolls 63 64 65, total 192, move to 6, score: 770
P2 rolls 66 67 68, total 201, move to 2, score: 576
P1 rolls 69 70 71, total 210, move to 6, score: 776
P2 rolls 72 73 74, total 219, move to 1, score: 577
P1 rolls 75 76 77, total 228, move to 4, score: 780
P2 rolls 78 79 80, total 237, move to 8, score: 585
P1 rolls 81 82 83, total 246, move to 10, score: 790
P2 rolls 84 85 86, total 255, move to 3, score: 588
P1 rolls 87 88 89, total 264, move to 4, score: 794
P2 rolls 90 91 92, total 273, move to 6, score: 594
P1 rolls 93 94 95, total 282, move to 6, score: 800
P2 rolls 96 97 98, total 291, move to 7, score: 601
P1 rolls 99 100 1, total 200, move to 6, score: 806
P2 rolls 2 3 4, total 9, move to 6, score: 607
P1 rolls 5 6 7, total 18, move to 4, score: 810
P2 rolls 8 9 10, total 27, move to 3, score: 610
P1 rolls 11 12 13, total 36, move to 10, score: 820
P2 rolls 14 15 16, total 45, move to 8, score: 618
P1 rolls 17 18 19, total 54, move to 4, score: 824
P2 rolls 20 21 22, total 63, move to 1, score: 619
P1 rolls 23 24 25, total 72, move to 6, score: 830
P2 rolls 26 27 28, total 81, move to 2, score: 621
P1 rolls 29 30 31, total 90, move to 6, score: 836
P2 rolls 32 33 34, total 99, move to 1, score: 622
P1 rolls 35 36 37, total 108, move to 4, score: 840
P2 rolls 38 39 40, total 117, move to 8, score: 630
P1 rolls 41 42 43, total 126, move to 10, score: 850
P2 rolls 44 45 46, total 135, move to 3, score: 633
P1 rolls 47 48 49, total 144, move to 4, score: 854
P2 rolls 50 51 52, total 153, move to 6, score: 639
P1 rolls 53 54 55, total 162, move to 6, score: 860
P2 rolls 56 57 58, total 171, move to 7, score: 646
P1 rolls 59 60 61, total 180, move to 6, score: 866
P2 rolls 62 63 64, total 189, move to 6, score: 652
P1 rolls 65 66 67, total 198, move to 4, score: 870
P2 rolls 68 69 70, total 207, move to 3, score: 655
P1 rolls 71 72 73, total 216, move to 10, score: 880
P2 rolls 74 75 76, total 225, move to 8, score: 663
P1 rolls 77 78 79, total 234, move to 4, score: 884
P2 rolls 80 81 82, total 243, move to 1, score: 664
P1 rolls 83 84 85, total 252, move to 6, score: 890
P2 rolls 86 87 88, total 261, move to 2, score: 666
P1 rolls 89 90 91, total 270, move to 6, score: 896
P2 rolls 92 93 94, total 279, move to 1, score: 667
P1 rolls 95 96 97, total 288, move to 4, score: 900
P2 rolls 98 99 100, total 297, move to 8, score: 675
P1 rolls 1 2 3, total 6, move to 10, score: 910
P2 rolls 4 5 6, total 15, move to 3, score: 678
P1 rolls 7 8 9, total 24, move to 4, score: 914
P2 rolls 10 11 12, total 33, move to 6, score: 684
P1 rolls 13 14 15, total 42, move to 6, score: 920
P2 rolls 16 17 18, total 51, move to 7, score: 691
P1 rolls 19 20 21, total 60, move to 6, score: 926
P2 rolls 22 23 24, total 69, move to 6, score: 697
P1 rolls 25 26 27, total 78, move to 4, score: 930
P2 rolls 28 29 30, total 87, move to 3, score: 700
P1 rolls 31 32 33, total 96, move to 10, score: 940
P2 rolls 34 35 36, total 105, move to 8, score: 708
P1 rolls 37 38 39, total 114, move to 4, score: 944
P2 rolls 40 41 42, total 123, move to 1, score: 709
P1 rolls 43 44 45, total 132, move to 6, score: 950
P2 rolls 46 47 48, total 141, move to 2, score: 711
P1 rolls 49 50 51, total 150, move to 6, score: 956
P2 rolls 52 53 54, total 159, move to 1, score: 712
P1 rolls 55 56 57, total 168, move to 4, score: 960
P2 rolls 58 59 60, total 177, move to 8, score: 720
P1 rolls 61 62 63, total 186, move to 10, score: 970
P2 rolls 64 65 66, total 195, move to 3, score: 723
P1 rolls 67 68 69, total 204, move to 4, score: 974
P2 rolls 70 71 72, total 213, move to 6, score: 729
P1 rolls 73 74 75, total 222, move to 6, score: 980
P2 rolls 76 77 78, total 231, move to 7, score: 736
P1 rolls 79 80 81, total 240, move to 6, score: 986
P2 rolls 82 83 84, total 249, move to 6, score: 742
P1 rolls 85 86 87, total 258, move to 4, score: 990
P2 rolls 88 89 90, total 267, move to 3, score: 745
P1 rolls 91 92 93, total 276, move to 10, score: 1000
P1 wins!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
 a - loser-score x roll_qty: 739785
New game-b
Player 1 starts: 4
Player 2 starts: 8
P1 rolls 1 1 1 = 3, move to 7, score: 7
P2 rolls 1 1 1 = 3, move to 1, score: 1
P1 rolls 1 1 1 = 3, move to 10, score: 17
P2 rolls 1 1 1 = 3, move to 4, score: 5
P1 rolls 1 1 1 = 3, move to 3, score: 20
P2 rolls 1 1 1 = 3, move to 7, score: 12
P1 rolls 1 1 1 = 3, move to 6, score: 26
 p1 win 1: 26 to 12
P2 rolls 1 1 2 = 4, move to 8, score: 13
P1 rolls 1 1 1 = 3, move to 9, score: 35
 p1 win 2: 35 to 13
P2 rolls 1 1 3 = 5, move to 9, score: 14
P1 rolls 1 1 1 = 3, move to 2, score: 37
 p1 win 3: 37 to 14
P2 rolls 1 2 1 = 4, move to 8, score: 13
P1 rolls 1 1 1 = 3, move to 5, score: 42
 p1 win 4: 42 to 13
P2 rolls 1 2 2 = 5, move to 9, score: 14
P1 rolls 1 1 1 = 3, move to 8, score: 50
 p1 win 5: 50 to 14
P2 rolls 1 2 3 = 6, move to 10, score: 15
P1 rolls 1 1 1 = 3, move to 1, score: 51
 p1 win 6: 51 to 15
P2 rolls 1 3 1 = 5, move to 9, score: 14
P1 rolls 1 1 1 = 3, move to 4, score: 55
 p1 win 7: 55 to 14
P2 rolls 1 3 2 = 6, move to 10, score: 15
P1 rolls 1 1 1 = 3, move to 7, score: 62
 p1 win 8: 62 to 15
P2 rolls 1 3 3 = 7, move to 1, score: 6
P1 rolls 1 1 1 = 3, move to 10, score: 72
 p1 win 9: 72 to 6
P2 rolls 2 1 1 = 4, move to 8, score: 13
P1 rolls 1 1 1 = 3, move to 3, score: 75
 p1 win 10: 75 to 13
P2 rolls 2 1 2 = 5, move to 9, score: 14
P1 rolls 1 1 1 = 3, move to 6, score: 81
 p1 win 11: 81 to 14
P2 rolls 2 1 3 = 6, move to 10, score: 15
P1 rolls 1 1 1 = 3, move to 9, score: 90
 p1 win 12: 90 to 15
P2 rolls 2 2 1 = 5, move to 9, score: 14
P1 rolls 1 1 1 = 3, move to 2, score: 92
 p1 win 13: 92 to 14
P2 rolls 2 2 2 = 6, move to 10, score: 15
P1 rolls 1 1 1 = 3, move to 5, score: 97
 p1 win 14: 97 to 15
P2 rolls 2 2 3 = 7, move to 1, score: 6
P1 rolls 1 1 1 = 3, move to 8, score: 105
 p1 win 15: 105 to 6
P2 rolls 2 3 1 = 6, move to 10, score: 15
P1 rolls 1 1 1 = 3, move to 1, score: 106
 p1 win 16: 106 to 15
P2 rolls 2 3 2 = 7, move to 1, score: 6
P1 rolls 1 1 1 = 3, move to 4, score: 110
 p1 win 17: 110 to 6
P2 rolls 2 3 3 = 8, move to 2, score: 7
P1 rolls 1 1 1 = 3, move to 7, score: 117
 p1 win 18: 117 to 7
P2 rolls 3 1 1 = 5, move to 9, score: 14
P1 rolls 1 1 1 = 3, move to 10, score: 127
 p1 win 19: 127 to 14
P2 rolls 3 1 2 = 6, move to 10, score: 15
P1 rolls 1 1 1 = 3, move to 3, score: 130
 p1 win 20: 130 to 15
P2 rolls 3 1 3 = 7, move to 1, score: 6
P1 rolls 1 1 1 = 3, move to 6, score: 136
 p1 win 21: 136 to 6
P2 rolls 3 2 1 = 6, move to 10, score: 15
P1 rolls 1 1 1 = 3, move to 9, score: 145
 p1 win 22: 145 to 15
P2 rolls 3 2 2 = 7, move to 1, score: 6
P1 rolls 1 1 1 = 3, move to 2, score: 147
 p1 win 23: 147 to 6
P2 rolls 3 2 3 = 8, move to 2, score: 7
P1 rolls 1 1 1 = 3, move to 5, score: 152
 p1 win 24: 152 to 7
P2 rolls 3 3 1 = 7, move to 1, score: 6
P1 rolls 1 1 1 = 3, move to 8, score: 160
 p1 win 25: 160 to 6
P2 rolls 3 3 2 = 8, move to 2, score: 7
P1 rolls 1 1 1 = 3, move to 1, score: 161
 p1 win 26: 161 to 7
P2 rolls 3 3 3 = 9, move to 3, score: 8
P1 rolls 1 1 1 = 3, move to 4, score: 165
 p1 win 27: 165 to 8
P1 rolls 1 1 2 = 4, move to 4, score: 165
 p1 win 28: 165 to 5
P2 rolls 1 1 2 = 4, move to 5, score: 6
P1 rolls 1 1 1 = 3, move to 7, score: 172
 p1 win 29: 172 to 6
P2 rolls 1 1 3 = 5, move to 6, score: 7
P1 rolls 1 1 1 = 3, move to 10, score: 182
 p1 win 30: 182 to 7
P2 rolls 1 2 1 = 4, move to 5, score: 6
P1 rolls 1 1 1 = 3, move to 3, score: 185
 p1 win 31: 185 to 6
P2 rolls 1 2 2 = 5, move to 6, score: 7
P1 rolls 1 1 1 = 3, move to 6, score: 191
 p1 win 32: 191 to 7
P2 rolls 1 2 3 = 6, move to 7, score: 8
P1 rolls 1 1 1 = 3, move to 9, score: 200
 p1 win 33: 200 to 8
P2 rolls 1 3 1 = 5, move to 6, score: 7
P1 rolls 1 1 1 = 3, move to 2, score: 202
 p1 win 34: 202 to 7
P2 rolls 1 3 2 = 6, move to 7, score: 8
P1 rolls 1 1 1 = 3, move to 5, score: 207
 p1 win 35: 207 to 8
P2 rolls 1 3 3 = 7, move to 8, score: 9
P1 rolls 1 1 1 = 3, move to 8, score: 215
 p1 win 36: 215 to 9
P2 rolls 2 1 1 = 4, move to 5, score: 6
P1 rolls 1 1 1 = 3, move to 1, score: 216
 p1 win 37: 216 to 6
P2 rolls 2 1 2 = 5, move to 6, score: 7
P1 rolls 1 1 1 = 3, move to 4, score: 220
 p1 win 38: 220 to 7
P2 rolls 2 1 3 = 6, move to 7, score: 8
P1 rolls 1 1 1 = 3, move to 7, score: 227
 p1 win 39: 227 to 8
P2 rolls 2 2 1 = 5, move to 6, score: 7
P1 rolls 1 1 1 = 3, move to 10, score: 237
 p1 win 40: 237 to 7
P2 rolls 2 2 2 = 6, move to 7, score: 8
P1 rolls 1 1 1 = 3, move to 3, score: 240
 p1 win 41: 240 to 8
P2 rolls 2 2 3 = 7, move to 8, score: 9
P1 rolls 1 1 1 = 3, move to 6, score: 246
 p1 win 42: 246 to 9
P2 rolls 2 3 1 = 6, move to 7, score: 8
P1 rolls 1 1 1 = 3, move to 9, score: 255
 p1 win 43: 255 to 8
P2 rolls 2 3 2 = 7, move to 8, score: 9
P1 rolls 1 1 1 = 3, move to 2, score: 257
 p1 win 44: 257 to 9
P2 rolls 2 3 3 = 8, move to 9, score: 10
P1 rolls 1 1 1 = 3, move to 5, score: 262
 p1 win 45: 262 to 10
P2 rolls 3 1 1 = 5, move to 6, score: 7
P1 rolls 1 1 1 = 3, move to 8, score: 270
 p1 win 46: 270 to 7
P2 rolls 3 1 2 = 6, move to 7, score: 8
P1 rolls 1 1 1 = 3, move to 1, score: 271
 p1 win 47: 271 to 8
P2 rolls 3 1 3 = 7, move to 8, score: 9
P1 rolls 1 1 1 = 3, move to 4, score: 275
 p1 win 48: 275 to 9
P2 rolls 3 2 1 = 6, move to 7, score: 8
P1 rolls 1 1 1 = 3, move to 7, score: 282
 p1 win 49: 282 to 8
P2 rolls 3 2 2 = 7, move to 8, score: 9
P1 rolls 1 1 1 = 3, move to 10, score: 292
 p1 win 50: 292 to 9
P2 rolls 3 2 3 = 8, move to 9, score: 10
P1 rolls 1 1 1 = 3, move to 3, score: 295
 p1 win 51: 295 to 10
P2 rolls 3 3 1 = 7, move to 8, score: 9
P1 rolls 1 1 1 = 3, move to 6, score: 301
 p1 win 52: 301 to 9
P2 rolls 3 3 2 = 8, move to 9, score: 10
P1 rolls 1 1 1 = 3, move to 9, score: 310
 p1 win 53: 310 to 10
P2 rolls 3 3 3 = 9, move to 10, score: 11
P1 rolls 1 1 1 = 3, move to 2, score: 312
 p1 win 54: 312 to 11
P1 rolls 1 1 2 = 4, move to 1, score: 311
 p1 win 55: 311 to 1
P2 rolls 1 1 2 = 4, move to 2, score: 2
P1 rolls 1 1 1 = 3, move to 4, score: 315
 p1 win 56: 315 to 2
P2 rolls 1 1 3 = 5, move to 3, score: 3
P1 rolls 1 1 1 = 3, move to 7, score: 322
 p1 win 57: 322 to 3
P2 rolls 1 2 1 = 4, move to 2, score: 2
P1 rolls 1 1 1 = 3, move to 10, score: 332
 p1 win 58: 332 to 2
P2 rolls 1 2 2 = 5, move to 3, score: 3
P1 rolls 1 1 1 = 3, move to 3, score: 335
 p1 win 59: 335 to 3
P2 rolls 1 2 3 = 6, move to 4, score: 4
P1 rolls 1 1 1 = 3, move to 6, score: 341
 p1 win 60: 341 to 4
P2 rolls 1 3 1 = 5, move to 3, score: 3
P1 rolls 1 1 1 = 3, move to 9, score: 350
 p1 win 61: 350 to 3
P2 rolls 1 3 2 = 6, move to 4, score: 4
P1 rolls 1 1 1 = 3, move to 2, score: 352
 p1 win 62: 352 to 4
P2 rolls 1 3 3 = 7, move to 5, score: 5
P1 rolls 1 1 1 = 3, move to 5, score: 357
 p1 win 63: 357 to 5
P2 rolls 2 1 1 = 4, move to 2, score: 2
P1 rolls 1 1 1 = 3, move to 8, score: 365
 p1 win 64: 365 to 2
P2 rolls 2 1 2 = 5, move to 3, score: 3
P1 rolls 1 1 1 = 3, move to 1, score: 366
 p1 win 65: 366 to 3
P2 rolls 2 1 3 = 6, move to 4, score: 4
P1 rolls 1 1 1 = 3, move to 4, score: 370
 p1 win 66: 370 to 4
P2 rolls 2 2 1 = 5, move to 3, score: 3
P1 rolls 1 1 1 = 3, move to 7, score: 377
 p1 win 67: 377 to 3
P2 rolls 2 2 2 = 6, move to 4, score: 4
P1 rolls 1 1 1 = 3, move to 10, score: 387
 p1 win 68: 387 to 4
P2 rolls 2 2 3 = 7, move to 5, score: 5
P1 rolls 1 1 1 = 3, move to 3, score: 390
 p1 win 69: 390 to 5
P2 rolls 2 3 1 = 6, move to 4, score: 4
